,category,tech1,description,fit,title,also_buy,image,tech2,brand,feature,rank,also_view,details,main_cat,similar_item,date,price,asin
31,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,['Portable lightweight red led car charger offers advanced circuitry for double mode charging at fast and then at a regulated 100% battery maintaining level without overcharging.'],,LG VX-9700 DARE Red LED Car/Vehicle Charger! Quality light weight and convenient car charger for your phone. (VX9700),[],['https://images-na.ssl-images-amazon.com/images/I/41apMk-F1-L._SS40_.jpg'],,LG,"['Equal to the original manufacturer&apos;s specifications this charger is a reasonable alternative.', 'Red LED premium charging capabilities with the original integrated charging regulation chip.', 'At fast speed, this will charge most phones within 20 minutes and then switch to maintain mode.', 'At the slower/maintaining mode, this will keep your battery level full, without overcharging it.', 'Eight foot coiled lightweight cord.']","['>#2,855,042 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#29,801 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#86,213 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#140,062 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},All Electronics,,"June 7, 2008",,7879880348
32,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,[],,Official OEM Car Charger for your brand new LG Cellular Mobile Phone. Version 6,[],[],,Generic,[],"['>#7,333,484 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#71,210 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#174,367 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#282,639 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,7879880380
33,"['Cell Phones & Accessories', 'Cases, Holsters & Sleeves']",,"[""Apple iPhone 5 Hard Case Assassin's Creed III 3!!! Brand NEW cases! Ships out in one business day!""]",,Assassin's Creed III 3 Apple Iphone 5 Hard Case Cover,[],"['https://images-na.ssl-images-amazon.com/images/I/51t2zWsEp7L._SX38_SY50_CR,0,0,38,50_.jpg']",,iPrint,"['Perfectly fit iPhone 5', 'Light Weight', 'Provide good protection for your iPhone 5']","['>#5,730,077 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#3,782,471 in Cell Phones & Accessories > Cases, Holsters & Clips']",[],{},Cell Phones & Accessories,,,,788516912X
34,[],,"['- New American Standard Bible (              ) -   -  . ENGLISH-RUSSIAN PARALLEL BIBLE (NASB version in English & Synodal version in Russian). WITH ZIPPER and INDEX TABS. GOLDEN EDGES & GOLD LETTERING ON THE COVER. 9.25 X 6 X 2 inches; 2,232 pages. -  ,  ,     , j ,  .']",,"English - Russian Parallel Bible / Huge Leather Bound, Golden Edges with Thumb Index / New American Standard Version / NASB - RUS / Beautiful Large Burgandy Bible with Zipper .",[],"['https://images-na.ssl-images-amazon.com/images/I/41pJUPvNKNL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51v%2B7BYvRfL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41IqH0ZG9CL._SX38_SY50_CR,0,0,38,50_.jpg']",,Cafetec,[],[],"['1935051512', '1566321646', '1566321190', '1566321654', 'B00FNJVP9I', '1935051768', 'B00FNJTR1G']",{},Cell Phones & Accessories,,,,7884110024
35,"['Cell Phones & Accessories', 'Cases, Holsters & Sleeves', 'Basic Cases']",,['Description:\nProtect your phone with style through this sleek protector case.\nProvides ultimate protection from scratches and its perfect mold keeps the phone trim and trendy.\nReinforced with hard plastic to the sides to ensure the durability of the case.\nPrecise openings on the protector case to allow access to all controls and features on the phone.\nPacked in high quality poly bag packing.'],,Black And Pink Leopard Rubberized Snap on Design Hard Case Faceplate for Sprint Htc Evo 4g,[],"['https://images-na.ssl-images-amazon.com/images/I/51705vyINYL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/516Q9t-BtxL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41vXI0pItFL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Jcw9-JysL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41EHirgowZL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41XiAVyh3OL._SX38_SY50_CR,0,0,38,50_.jpg']",,Generic,[],"['>#440,155 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#165,573 in Cell Phones & Accessories > Cases, Holsters & Clips > Basic Cases']",[],{},Cell Phones & Accessories,,,$5.95,7887421268
36,"['Cell Phones & Accessories', 'Cell Phones', 'Unlocked Cell Phones']",,"['ICE CENIOR *SENIOR PHONE*, QUAD BAND Super big keyboard, Helpful Emergency call dial key -SOS-,The most suitable for the elderly using Human voice dial tone, APPS: FACEBOOK, SKYBUDDY, Quad Band: GSM850/900/1800/1900MHZ Dual SIM cards dual standby, Super big keyboard, Helpful Emergency call dial key, Built-in flash light, Support MICRO SD extend to 4GB max, FM/MP3 function supported, Specification: Quad Band: GSM850/900/1800/1900MHZ Dual SIM cards dual standby, Screen: 1.8 inch screen, MP3 background play, equalizer Support FM radio, can play without earphone, And support Background play, Audio player supported, Internet support, Memory: MICRO SD Card to 4GB max, U disk support function to keep the information storage, Support SMS Text Messaging MMS, E-Mail, Instant Messaging, Schedule power on/off: support to ,start/close under set time, Alarm clock, Menu information: MUTIMEDIA: CAMERA, IMAGE VIEWER, VIDEO RECORDER, VIDEO PLAYER- MP4-, AUDIO PLAYER-MP3-, SOUND RECORDER, FM RADIO, APPLICATIONS: MAGNIFIER, FACEBOOK, CALCULATOR, CURRENCY CONVERTER, STOPWATCH, CALENDAR, TASKS, ALARM, SKYBUDDY, MRP STORE, SERVICES; INTERNET SUPPORT, SETTINGS: CONTACTS, MESSAGES, CALL CENTER, MY FILES, Language: English, French, Spanish, Portuguese, Dimension, 110*46*16, Talk time: Up to 200 MINS, Stand-by 150hours, WORKS WITH ALL GSM NETWORK LIKE AT&T AND T MOBILE AND CAN BE USED WITH ANY GSM NETWORK IN THE WORLD. The package Include: 1- One cell phone 2- One Battery 3- One Charger 4- One earphones 5- One USB cable 6- One Use manual']",,UNLOCKED DUAL SIM SLOT *CENIOR PHONE* QUAD BAND *WORLD PHONE* GSM CELL PHONE WHITE,[],"['https://images-na.ssl-images-amazon.com/images/I/41%2BgmCg3XpL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31s3VwcNhzL._SX38_SY50_CR,0,0,38,50_.jpg']",,Ice,"['2G NETWORK, Quad Band: GSM 850/900/1800/1900 MHZ', 'Dual SIM cards dual standby Super big keyboard, Helpful Emergency call dial key', 'Support MICRO SD extend to 4GB max,Support SMS Text Messaging MMS, E-Mail, Instant Messaging', 'APLICATIONS: MAGNIFIER FACEBOOK CALCULATOR CURRENCY CONVERTER STOPWATCH', 'FACTORY UNLOCKED, Language: English, French, Spanish, Portuguese, Dimension, 110*46*16']","['>#6,356,920 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#32,868 in Cell Phones & Accessories > Unlocked Cell Phones']",[],{},Cell Phones & Accessories,,,,8050110508
37,"['Cell Phones & Accessories', 'Accessories', 'Screen Protectors']",,[],,"WELLAND Beveled Wall Shelf Display Floating Shelves Set of 2 (White, 36&quot;)",[],"['https://images-na.ssl-images-amazon.com/images/I/21Ol6OMVX-L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31bbIeXMRoL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51xkosRmT4L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21TPzyFEdjL._SS40_.jpg']",,,[],"['>#1,013,704 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#61,450 in Cell Phones & Accessories > Cell Phone Accessories > Screen Protectors', '>#1,012,265 in Electronics > Cell Phones & Accessories']",[],{},Amazon Home,,,,8032123873
38,"['Cell Phones & Accessories', 'Accessories', 'Screen Protectors']",,"['', '<b>Professional top quality screen protction is a given with this five pack of universal screen protectors!</b>', '']",,PROFESSIONAL Screen Saver for your HTC XV6900 ! Universal size is designed in a dual layer micro laser cut for the clearest protection!,[],"['https://images-na.ssl-images-amazon.com/images/I/516uPVqsSSL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cknehGlHL._SS40_.jpg']",,H&H,"['Imported direct from Japan this professional screen saver is the best you can get!', 'High quality dual layer plastic is superior to others and micro laser designed to the millionth of a millimeter.', 'Protects your sensitive touch screen from scratches, fingerprints, dirt, and damage.', 'This is bubble free, re-usable, washable, and can be re-used and cleaned.', 'Professional pack includes (1) 4.1 x 3.0 inch universal protectors that must be cut down to specific size.']","['>#7,497,422 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#254,226 in Cell Phones & Accessories > Cell Phone Accessories > Screen Protectors', '>#7,492,871 in Electronics > Cell Phones & Accessories']",[],{},All Electronics,,"December 25, 2008",,8179032728
39,"['Cell Phones & Accessories', 'Accessories', 'Screen Protectors']",,"['', '<b>Professional top quality screen protction is a given with this five pack of universal screen protectors!</b>', '']",,PROFESSIONAL Screen Saver for your BLACKBERRY CURVE 8900 ! Universal size is designed in a dual layer micro laser cut for the clearest protection!,[],"['https://images-na.ssl-images-amazon.com/images/I/516uPVqsSSL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cknehGlHL._SS40_.jpg']",,H&H,"['Imported direct from Japan this professional screen saver is the best you can get!', 'High quality dual layer plastic is superior to others and micro laser designed to the millionth of a millimeter.', 'Protects your sensitive touch screen from scratches, fingerprints, dirt, and damage.', 'This is bubble free, re-usable, washable, and can be re-used and cleaned.', 'Professional pack includes (1) 4.1 x 3.0 inch universal protectors that must be cut down to specific size.']","['>#7,364,293 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#248,804 in Cell Phones & Accessories > Cell Phone Accessories > Screen Protectors', '>#7,359,822 in Electronics > Cell Phones & Accessories']",[],{},All Electronics,,"December 25, 2008",,8179030970
40,"['Cell Phones & Accessories', 'Accessories', 'Screen Protectors']",,"['', '<b>Professional top quality screen protction is a given with this five pack of universal screen protectors!</b>', '']",,PROFESSIONAL Screen Saver for your LG VX-9700 DARE (VX9700) ! Universal size is designed in a dual layer micro laser cut for the clearest protection!,[],"['https://images-na.ssl-images-amazon.com/images/I/516uPVqsSSL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cknehGlHL._SS40_.jpg']",,H&H,"['Imported direct from Japan this professional screen saver is the best you can get!', 'High quality dual layer plastic is superior to others and micro laser designed to the millionth of a millimeter.', 'Protects your sensitive touch screen from scratches, fingerprints, dirt, and damage.', 'This is bubble free, re-usable, washable, and can be re-used and cleaned.', 'Professional pack includes (1) 4.1 x 3.0 inch universal protectors that must be cut down to specific size.']","['>#7,443,184 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#251,853 in Cell Phones & Accessories > Cell Phone Accessories > Screen Protectors', '>#7,438,668 in Electronics > Cell Phones & Accessories']",[],{},All Electronics,,"December 25, 2008",,8179035646
41,"['Cell Phones & Accessories', 'Accessories', 'Screen Protectors']",,"['', '<b>Professional top quality screen protction is a given with this five pack of universal screen protectors!</b>', '']",,PROFESSIONAL Screen Saver for your LG LG830 Spyder ! Universal size is designed in a dual layer micro laser cut for the clearest protection!,[],"['https://images-na.ssl-images-amazon.com/images/I/516uPVqsSSL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cknehGlHL._SS40_.jpg']",,H&H,"['Imported direct from Japan this professional screen saver is the best you can get!', 'High quality dual layer plastic is superior to others and micro laser designed to the millionth of a millimeter.', 'Protects your sensitive touch screen from scratches, fingerprints, dirt, and damage.', 'This is bubble free, re-usable, washable, and can be re-used and cleaned.', 'Professional pack includes (1) 4.1 x 3.0 inch universal protectors that must be cut down to specific size.']","['>#7,467,263 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#252,873 in Cell Phones & Accessories > Cell Phone Accessories > Screen Protectors', '>#7,462,723 in Electronics > Cell Phones & Accessories']",[],{},All Electronics,,"December 25, 2008",,817903450X
42,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,[],,Samsung Official OEM Car Charger for your SGH-A777 Phone! Original Equipment and Manufacturer (DC 12 volt),[],[],,Samsung,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#712,808 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#7,012 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#26,342 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#40,454 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},All Electronics,,"June 3, 2009",,8199201460
43,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,"['The Samsung Car Charger gives you the charging performance needed while traveling in your vehicle. Perfect for people on the go.Compatible with the following models: AT and T PHONES: SGH-a127, SGH-a137, SGH-a167, SGH-A177, SGH-a227, SGH-a237, SGH-a257, SGH-a517, SGH-a637, SGH-a657, Propel SGH-A767, SGH-a777, Access SGH-a827, Rugby SGH-a837, Eternity SGH-a867, Impression SGH-A877, Solstice SGH-A887, Blackjack II SGH-i617, Propel Pro SGH-i627, Jack SGH-i637, Epix SGH-i907 SPRINT PHONES: ACE (SPH-i325, SPH-m300, SPH-m510, SPH-m520, Instinct SPH-m800, Instinct s30 SPH-m810, SPH-Z400 T-MOBILE PHONES: SGH-t109, SGH-t119, SGH-T139, SGH-t229, SGH-t239, SGH-T339, SGH-t349, SGH-T409, SGH-T429, Gravity SGH-t459, Gravity 2 SGH-T469, Beat SGH-T539, Comeback SGH-T559, SGH-t659, Highlight SGH-T749, SGH-T819, Behold SGH-t919, Memoir SGH-t929 VERIZON WIRELESS: Saga SCH-i770, Omnia SCH-i910, Knack SCH-u310, Smooth SCH-u350, SCH-u430, Intensity SCH-u450, Trance, SCH-u490, Convoy SCH-u640, Sway SCH-u650, Alias 2 SCH-u750, Renown SCH-u810, Glyde SCH-u940, Rogue SCH-u960 CRICKET: SCH-r210 Spex, SCH-r211, SCH-r430 MyShot, SCH-r450 Messager,SCH-r550 JetSet ALLTEL: SCH-r430 MyShot, SCH-r550 Hue II, SCH-r800 Delve, SCH-u350 Glint, SCH-u and 06 Muse METRO PCS: SCH-r210 Spex, SCH-r310 Byline, SCH-r420 Tint, SCH-r430 MyShot,SCH-r450 Messager, SCH-r810 Finesse US CELLULAR: SCH-r311 Axle, SCH-R520 Trill, SCH-r610, SCH-r800 Delve TRACFONE SCH-r810c Finesse, SCH-r451C, SGH-t201G, SGH-t301G, SGH-t401G, VIRGIN MOBILE: SPH-m310 Slash, SPH-m340 Mantra QWEST: SPH-m520 UNLOCKED: SCH-r300, SCH-r430, SCH-u450 DoubleTake,, SCH-R500, SCH-R520 Trill, SCH-r600 SGH-t459 Strike, SPH-a310 GreatCall']",,Samsung Official OEM Car Charger for your SGH-A837 RUGBY Phone! Original Equipment and Manufacturer (DC 12 volt),[],[],,Samsung,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#1,294,429 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#13,081 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#44,300 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#69,108 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},All Electronics,,"June 3, 2009",,8199201495
